"id","sex","ageyr","agemo","school","grade","x1","x2","x3","x4","x5","x6","x7","x8","x9"
296,2,12,10,"Grant-White",8,3.8333333,NA,0.375,3,5.25,1.7142857,5.7826087,NA,6.5277778
297,2,13,5,"Grant-White",8,5.1666667,NA,NA,4,NA,2.1428571,NA,5.5,NA
298,1,14,6,"Grant-White",8,8.5,6.5,4.25,6,6.5,5.4285714,5.7826087,8.05,6.9166667
299,2,14,9,"Grant-White",8,5.5,7,2.25,5,NA,4.2857143,4.173913,6.1,NA
300,2,15,11,"Grant-White",8,3.5,6.5,2.125,4,4,4.7142857,5.1304348,5.6,3.6666667
302,2,13,9,"Grant-White",8,NA,8,NA,5.3333333,6.25,NA,NA,4.75,4.75
303,1,13,1,"Grant-White",8,NA,5,2.625,NA,NA,2.7142857,3.3913043,5.05,4.9722222
304,1,13,9,"Grant-White",8,6.1666667,6.5,3.625,2.3333333,4.75,NA,4.4347826,5.65,5.8333333
305,1,13,7,"Grant-White",8,6.5,6.5,3,5.6666667,6.5,4.2857143,5,6.8,7.3888889
306,2,13,0,"Grant-White",8,6.5,NA,4.125,3.3333333,4.75,2.2857143,NA,NA,NA
307,2,13,8,"Grant-White",8,3,4,0.5,3.3333333,5.25,2.7142857,2.9565217,NA,3.4722222
308,2,12,9,"Grant-White",8,4.6666667,7,2.25,3.3333333,6.25,3.2857143,3.7826087,4.65,NA
309,1,14,10,"Grant-White",8,4.8333333,5.75,NA,2,6,1.2857143,4.3478261,9.1,6.3055556
310,2,13,5,"Grant-White",8,4.1666667,5,1.375,4,4.75,2.4285714,NA,NA,5.7222222
311,1,13,4,"Grant-White",8,NA,NA,1.375,NA,5.75,3.7142857,3.3913043,5.15,5.5
312,2,13,6,"Grant-White",8,5.3333333,5.25,1.875,4.6666667,5,4.1428571,5.0869565,5.4,6.5833333
313,1,13,6,"Grant-White",8,5,5.25,NA,4,6,3.8571429,4.173913,5.65,5.7222222
314,2,13,5,"Grant-White",8,5.8333333,7,2.375,6,6.75,4.7142857,6.3043478,5.85,6.2777778
315,1,12,1,"Grant-White",8,2.6666667,8.5,4,4.6666667,NA,3.4285714,4.3043478,5.4,NA
316,2,13,5,"Grant-White",8,6.3333333,7.5,NA,4.6666667,5.5,NA,NA,6,7
317,2,13,2,"Grant-White",8,4.3333333,6.25,0.875,3.3333333,3.75,1.8571429,5,NA,5.0833333
318,2,13,7,"Grant-White",8,NA,NA,1.5,NA,5.25,2,NA,5.3,5.1944444
320,1,15,3,"Grant-White",8,4.6666667,6.75,4,3.3333333,4.75,2.4285714,3,6.5,5.5
321,2,13,3,"Grant-White",8,NA,5.5,NA,2.6666667,4.75,2.1428571,5.8695652,7.1,NA
322,2,14,4,"Grant-White",8,4.3333333,7.25,NA,NA,4.75,1.8571429,NA,5.45,6.1111111
323,1,14,7,"Grant-White",8,NA,8,3.25,2.3333333,3.75,1.4285714,NA,7,4.9444444
324,1,13,3,"Grant-White",8,3.6666667,NA,NA,1.3333333,NA,2.4285714,4,NA,4.1666667
325,1,13,8,"Grant-White",8,5.3333333,6,1,3,4.75,2,3.3913043,4.45,5.3055556
326,1,14,6,"Grant-White",8,5.1666667,5.75,1.625,4,NA,2.1428571,NA,5.4,5.0555556
327,1,14,9,"Grant-White",8,5.3333333,6.25,2.125,1.6666667,2.75,2.2857143,4.6086957,7.15,5.5555556
328,1,16,4,"Grant-White",8,6.6666667,5.25,NA,2.6666667,4.5,1.8571429,3.6521739,6.3,5.9722222
329,1,12,11,"Grant-White",8,NA,5,NA,NA,4.75,1.1428571,3.4782609,5.85,6.5277778
330,1,13,1,"Grant-White",8,5.1666667,NA,3.25,5,6,3.2857143,2.3913043,4,4.2777778
331,2,14,1,"Grant-White",8,4,6,2,2.6666667,4.5,1.7142857,NA,4.7,3.75
333,1,14,3,"Grant-White",8,6.8333333,NA,1.875,4,NA,2.7142857,2.7826087,NA,5.25
334,2,14,9,"Grant-White",8,5,5.75,1.25,NA,3.5,1.7142857,4.2608696,6.6,6.6666667
335,1,16,1,"Grant-White",8,NA,NA,2,3.3333333,4,1.4285714,3.4782609,5.25,5.6944444
336,1,13,5,"Grant-White",8,5.6666667,6.75,NA,4.3333333,NA,4.5714286,3.3478261,NA,5.4166667
337,1,14,3,"Grant-White",8,NA,NA,NA,2.3333333,4,1.5714286,NA,6.3,5.6666667
338,2,13,1,"Grant-White",8,4,6.25,NA,3,4.75,3.2857143,NA,6.55,5.7222222
339,1,14,4,"Grant-White",8,NA,6.5,2.125,NA,4.75,1.4285714,2.4347826,5.75,5
340,1,15,6,"Grant-White",8,3.3333333,4.75,0.875,2.6666667,5,0.85714286,5.826087,5.5,6.7777778
341,1,14,11,"Grant-White",8,4.6666667,6,1.125,1.3333333,3,1.5714286,4.173913,5.75,4.8333333
342,2,12,11,"Grant-White",8,5.6666667,5.5,1.625,NA,4.25,2,5.4782609,6,4.5
343,1,14,3,"Grant-White",8,5.6666667,5.25,2.375,3.3333333,4.5,2,3.3913043,NA,6.3333333
344,2,13,0,"Grant-White",8,5.8333333,7,1.25,3,3.25,NA,4.173913,4.85,5.7777778
345,1,13,3,"Grant-White",8,6.1666667,NA,3,3,4.25,2.8571429,3.0434783,4.25,5.6666667
346,1,13,5,"Grant-White",8,4,7,1.375,2.6666667,4.25,1,5.0869565,5.6,5.25
347,2,14,10,"Grant-White",8,3,6,NA,2.3333333,4,NA,4.6086957,6.05,NA
348,2,14,3,"Grant-White",8,NA,5.5,1.875,NA,5.75,4.2857143,4,6,7.6111111
349,1,14,2,"Grant-White",8,4.3333333,6.75,0.5,3.6666667,4.5,2,5.0869565,NA,4.3888889
351,1,13,5,"Grant-White",NA,NA,6,3.375,3.6666667,5.75,3.1428571,4.0869565,6.95,NA
